txid,input_addresses,output_addresses,input_amounts,output_amounts,fee,script_type
6160c5432b8fa777224c3c8b4ec75e5ce5abe072d2cea9164e7d2d9e329304db,"[""bc1qk6hknw20duukn9820j4n36vd0hrtxg4rqgmjl2e""]","[""3c48xeRZrtZmsaZXapdzj5REMV3iPszBMZ""]",[0.08779533],[0.25793526],0.0001,P2PKH
7e2a5b138d924ffd0679fbc5e34e6cf2eb9760f6d720a365d2d256d94b6b3d18,"[""bc1q0584kezl0vsak3etu35zc4t5pl4vc7dqgssjjwv""]","[""bc1q6l0d2r9d04vcpzgrcm6qmwpsn0wpgyfu0q5ekfq"", ""3p5AJkaH8ghwWV53SKF6xqaxzfG3kUevBa""]",[2.0899331],"[1.04091499, 1.04091499]",0.00810312,P2WPKH
eba43458d0a8ae4f1612d8a2f75b836c80a09f2d7e4217d35846b927dd223ca2,"[""1gPpW4X3LJdP1JoDQSTjaftRB7LzEaghyY""]","[""3xEgZ2hygitbmcYFeVDtHVXiFJPhoJzM9j""]",[0.57522454],[0.93208176],0.0001,P2PKH
4fafaebcab2309fc081789838e1c76d0a8a16bdb30dac81771b45d936e54c9e9,"[""1PWQCsctHRd6MGpivdvPjWtcWXjfPo68xp""]","[""bc1qlq8kkqlrne7dm7hgd7wlk3zhglp2p7tzutk20lq""]",[0.80835748],[0.14365291],0.0001,P2PKH
35a2978a7bf50aa15002ed930a00fb6b54c1b4e645af36b695d21b821cad94b2,"[""19tXF72WPvJVBErGcSf8929kEWhCUH6bNG""]","[""1rxMoTuenPwnWGfJuug1u22nqXjKAaRZPc"", ""19tXF72WPvJVBErGcSf8929kEWhCUH6bNG""]",[1.45782373],"[0.72582598, 0.72582598]",0.00617176,P2WPKH
6e9e8ce7db4b4a8fdbc5def7c10cf647550d02095702869be04949684e5ddfc2,"[""1SBitXS3dXff6hSb3NCFuC121pg4x6qfi3"", ""bc1qr23xx37rxt9v2vwz65tzxfnlr3lm97nlk4lk25u"", ""3TFWT5hkPkrQ17vKkV4YFx9pqA26JYP5mg""]","[""3Dn5dXCnMxe96FB9m5xdTZagtezKyKSUdo"", ""1SBitXS3dXff6hSb3NCFuC121pg4x6qfi3""]","[1.39916679, 1.39916679, 1.39916679]","[2.08863171, 2.08863171]",0.02023695,P2WPKH
2979a7676384759b60051526dfdf3e461227b2f3d9d890d3c1b34f76dc490a89,"[""bc1q4n0af7k453qt08gdjfaek73cuhe72sj4vtl3wef""]","[""bc1q6pft3etn26ae7d3lxtl4kmds3etqlhzscpx0t20""]",[0.3278494],[0.16708882],0.0001,P2PKH
1b1160d9d6d0b7ac1fbc2d2a6ba34b6a35208c040a3a07c6776b451875f82cba,"[""1SfsF3SYkn9zEvaampEszXQGZbjBgZ3LeP""]","[""bc1qyst0n9ypyjs5tj3y0nfls4y863ptl5xzx0kwkmj""]",[4.72678689],[4.70897944],0.01780745,P2SH
e40ad8e40c509351ab29ee170de399f7c05514c9011f5144423d2130fea8f01f,"[""1eshRCdwKDfQLkFaQ6j9ZbEctYfRMEw5Pn""]","[""bc1q4nfday3tdj6rxgtmaat6lmzufrtuku53p7hjchf""]",[0.03266104],[0.03262675],3.429e-05,P2WPKH
d6fc6c5945a75dbf6d6d93410935a3a75c71b0ddbe3dafc453943eb5d0011c9a,"[""bc1qucghe6ukk0rpc6gjgjt6q4m2asdy7gvn8n36jpg""]","[""1yom23ng1HmcVyznJ7SfY1w6txzZQ5Rx9S""]",[0.77189501],[0.30761282],0.0001,P2PKH
3f703f89d4e20f3247579d1633341bd74ec5e7a0fa2f6a3b95df584bf196c11a,"[""1Cpe6bSxRJ6nHV5P825fFFG46BADPCWsPH""]","[""3ZoBpUfPJREmYWU253XKg92gjf1iVJw4GV""]",[0.07736965],[0.4337953],0.0001,P2PKH
d3cfd415fcf572f86fcc8ae53a8949a73264175978915b3a1979603a140c3f1f,"[""bc1qhtr8znnnl25ew83v9jvcf8zgveyvtz7wcrzd3sr""]","[""1EV3XXWvHPkx3wtjRHtKMAHVDAwGc7EH6Z"", ""bc1qcqu73eq6qx7jhs6frkmwdgmlhrtzeh2sg5sck2a""]",[0.98221914],"[0.4910359, 0.4910359]",0.00014735,P2SH
17fc0a83551496bd2a0022e9b26a47fb303c3b565a6de5c677c69cf68a56e62c,"[""1hSe33qLJxZ8d2sagvPcJFSMhtpwvEfDDH""]","[""33R4X2KUcav28cX3zUMsRPw3XR6PvgAHSE""]",[0.98707472],[0.14852519],0.0001,P2PKH
27ccfdeb2119f5edd352d5893f50ef0c7580674c08795af5a11581d22e54a041,"[""169DBucqXXYk7T5pvUKNptbmLi2pDr9E88"", ""bc1q4l6thqgjywktpt57pf5zx5cn922megkt3tyyfcd""]","[""1E85q6mqt3Lm8NAqmoASQgESHkTXJoUqNw"", ""1Rm72VSC2fbUu3J168bbCf29kHaMrncW4p""]","[0.14993578, 0.14993578]","[0.14932447, 0.14932447]",0.00122262,P2PKH
f34f0adaba1021898931c4347009a706622e722b1ea983ddac2a0696b9e62a81,"[""bc1qce8qqd8e6kq3k70pgm40nqful57h6p0y5j9wgrx""]","[""17a192jfVF2JmYSPWUpePjTUWRRQ2CzC4Z""]",[0.57327493],[0.9649862],0.0001,P2PKH
d0450e1114aa01822b26ec990f8feb6b6ee33142c137e6b5425eaa4850ad3499,"[""38ZJ5ZdYNsS9SKwiURRQ2ZxRkcJFW8YZJk"", ""38fTmXq5Gz7bpZhs8aWihWZy8te9diwodC""]","[""bc1q2rt4cmh7ntjx48rmtcjeml6n5qa6g9kf2qmjvy5""]","[1.62745192, 1.62745192]",[3.24005918],0.01484466,P2WPKH
b8f093dc1cac2dda7cf8057cc3a8bd35d74b297491dc5324460e29400bf86a13,"[""1eshRCdwKDfQLkFaQ6j9ZbEctYfRMEw5Pn""]","[""3TEmD9ogHBD5ev9P32qcPuhbS6JA98JQYm""]",[0.04550342],[0.04544828],5.514e-05,P2WPKH
62c894fb6e56d80057d18771a9f1ed85b4f63b4bd9a227221b73d9bb7c63e55c,"[""1gTuNet29Y2cUBZd5AkXryMFzham8Dpput""]","[""bc1qfywj8hv4y8zhdw9l02l88fqv9mdxgpguzvxul9m""]",[0.21966267],[0.179614],0.0001,P2PKH
c680fc2e5a34935bdfefafedcbb7c0269302508d61ab2692c79e1479b2fc1d8e,"[""bc1q4xv7a9hh3r0ftp4l8dqejv8ljkkyc8042lcpty3"", ""18q2frKUyYGSyhBbddZXeJMYoSNGJ1prLU""]","[""3MoDehF4JYm7LPZxqCqvUU38ATstTpv4XZ"", ""bc1qnxqp39rgkh8y02felwe267pcz0x666rc8cwhpwc""]","[1.93150889, 1.93150889]","[1.92691604, 1.92691604]",0.0091857,P2PKH
c6fcb33734063cfeb70f1ad08b12b8877f712d2d3734d2e9a5d39c7815f75e68,"[""bc1q246x5rsxf2sxnqas2fr6wgzapue4vnk5xkdrsvl""]","[""3M6X57yX3sM3iBGhBwZtMT3E19C8j9d4Wq""]",[0.02770317],[0.14486615],0.0001,P2PKH
3bbc26cb8ae1db07734800f55691c40abd91a98d81a7f06d08f420d0c8a4eb4a,"[""3QLJo9btWqYKjZDDigv8iyBYdimZawigtX""]","[""3TqYwRDEk7h9jhR47aUbA99F1qRmU9XxUi"", ""3oX29fCkAHFqhJk2p6sjskZEnoHfvPxyKZ""]",[4.17389723],"[2.08232408, 2.08232408]",0.00924907,P2PKH
d3130675e88fe541085ef688f5bc5115cb84a3c7de7d245bbc375af33a842d8e,"[""bc1qcwrs2q4vrtm9gg729ddctvwjl46he3mxeh0qdyu""]","[""3MoDehF4JYm7LPZxqCqvUU38ATstTpv4XZ"", ""3ZmkxTTb274dzgEKxW1qF6gp5wUMtGwguV""]",[0.3149102],"[0.15690616, 0.15690616]",0.00109787,P2WPKH
9444c3c1c299ae872bb2afac51ab8b0ce3eb004ad183283c3938d8bf6de6d88b,"[""1DNysWnBHAJse9skEtB2fTGv5S9WW4G6ej""]","[""bc1q4jacsy27tnvpm9rra0cleh8u9ucdznrmzcn6a2k"", ""1DNysWnBHAJse9skEtB2fTGv5S9WW4G6ej""]",[4.28601547],"[2.13828825, 2.13828825]",0.00943896,P2WPKH
d91ce507416870cb4fe7ca3f73b83d0a752dac4409c10d0f6a8655f782f01522,"[""3SbvYESFG3pWcWPk4EWabgHoxAvJsMXbB7""]","[""1UEim4PiCQvhzxVFvnLPotgTQpvypTPg4M""]",[0.07643282],[0.73741307],0.0001,P2PKH
be0f79743037eff56b9d04bedb12f1f6675f3853bd490b1fc591530f13bb052a,"[""3Qs9zLztz9sB5LzK4TDmaAnn8SRRU1Xjxt"", ""bc1qr6prwrgkx4qdrsnkdusnfe0nc6ltd93ak08qzrj"", ""bc1qvrs46t5nfrzl5mgkufycueen44h5lgdvpkjxh83""]","[""34mGKPSQuGjLpJQaACdwcLc2io6humZeXN"", ""3XxsqsfVdbYJDxumRSFRBxfMQ8tqsbg2GD"", ""3Qs9zLztz9sB5LzK4TDmaAnn8SRRU1Xjxt""]","[0.7529324, 0.7529324, 0.7529324]","[0.75121333, 0.75121333, 0.75121333]",0.0051572,P2TR
819c34b21faa907e9e271d988ac4fda87e686b08894a468dd2bc7f410374cb4b,"[""3NxFGXgQL6un9oG6yDxn8Xsbo6MaHG63Kk""]","[""1XMxYnW2s3PNkM4Ef7ak8MLeqgyUB8iw3C"", ""18Hqh9hT15FqYjX7HJ3RoT7ub1WF9RcERf""]",[2.74513357],"[1.36854644, 1.36854644]",0.0080407,P2TR
27bff8e2f48d8dff9d43b3685ffd0d406c6e9ceab6e9ca50a5efb56a7c8f2a0e,"[""bc1qnnckm4fsshfpu70r0nsllaymjt4c7cqzgppes5s""]","[""1yuBbBZo88CAZr3yWNYRw1JwXnfSahXzMY"", ""3uDoCeNr6nrNygA4MUw7WLS9iF7QJbBkmz""]",[3.24941058],"[1.61787441, 1.61787441]",0.01366175,P2WSH
6b7024d051853f03ba60058975f617a8feb9543eb6ad6f0531b92101e0c93e4c,"[""3G5CnaAAUQYxDJG7Agph3qL6FMWgGz2QTk"", ""166o84nDCQgw5av5zCeo6ro8w3vSjVPRMu"", ""3Ht3cFJQY4H8CtXdooznMYVuWPBKDtn4zX""]","[""3THPXypo9FesZ6rrHmGu9SwDTM24WEzN2v"", ""1LZPFrxb95fvJff8i5ZeL8hwzu6fW2JxLm"", ""3Ht3cFJQY4H8CtXdooznMYVuWPBKDtn4zX""]","[1.28769396, 1.28769396, 1.28769396]","[1.28587093, 1.28587093, 1.28587093]",0.0054691,P2WSH
1062ddb5680ae88ac679ec5894b5feca9c829c0fa9642b3cc042a458a517fe83,"[""3MoDehF4JYm7LPZxqCqvUU38ATstTpv4XZ"", ""1hc7jdzVgwzHcKXzM8ZXdVBciy12d7rozR"", ""bc1q23x4eutlgql56jvnmck2pd08w7xfrecawq0sxah""]","[""bc1q55alxk9vdgzt7rkdaw4rkxmef0ymnlf4ddyfgna""]","[0.61215906, 0.61215906, 0.61215906]",[1.82882004],0.00765714,P2TR
5030eb9b232b4c2c59a6d720ea2b63fbd8d8c35388080f692255d0f8f5c1eeca,"[""1JH4SPXW8JSxfNNDTEtzMeHo268tFUrFyj""]","[""3Pazuu93ynxfxAxxn7Ntzz9F2nTWan7EhB""]",[0.77783719],[0.38685088],0.0001,P2PKH
0f137b5c01b51f6eddffb0ec10e0e414f2648d561fdf1eb7c888ddea12735ad2,"[""1eshRCdwKDfQLkFaQ6j9ZbEctYfRMEw5Pn""]","[""1RhZfVwbCY4KUrtn7sn6gvpzJTsAwZfH7q""]",[0.02412432],[0.02405008],7.424e-05,P2WPKH
78524cf896681984d1f283470a311aedc2d7d067ef79398944701a91d7dcaf3e,"[""bc1qk6hknw20duukn9820j4n36vd0hrtxg4rqgmjl2e""]","[""1eAxKWLCyV3BfHzqVDdCkfAFLrSgRqaLpq""]",[0.73426576],[0.06396946],0.0001,P2PKH
7de3529a02babd3ce54fd06ccbf6076737a9451b9cbcceb9f432e9ed3790ed43,"[""3evMqnPprRBcSPfh6h3tAtYf4juuQm8NkW""]","[""bc1q4jacsy27tnvpm9rra0cleh8u9ucdznrmzcn6a2k"", ""bc1qew6yfrvjp54watyuwq9smxuss9y5jwmye4az607""]",[2.40091782],"[1.19845155, 1.19845155]",0.00401472,P2WPKH
fb93c8bcde0ba86d6b64d49f09ad94e9403197f0ee63b4cddfd62dbcbd50c50e,"[""1xzZzdjY8socfXKCauLoyEKyhSxQ5Z5NVE""]","[""19tXF72WPvJVBErGcSf8929kEWhCUH6bNG"", ""3aqg5RH2cMyuNwJ2NH9b7DKikniwNaf9me""]",[2.11303719],"[1.05315587, 1.05315587]",0.00672545,P2WPKH
e5975222f97c7cddeab2de9a929ede00cde4802c5320c7f16240c0068c0c187a,"[""bc1q246x5rsxf2sxnqas2fr6wgzapue4vnk5xkdrsvl""]","[""1ZY6wySVdgxhQFzC6byNMpkk6bcDvW6qDr""]",[0.3581584],[0.32765242],0.0001,P2PKH
12b9d6014192a0ee8836b974582ee51e60a10d00f33aa5afa22ac32b7e027bf6,"[""1YejkshkmKuWR4NTWqUXpuTNghytBt6PBx""]","[""bc1qme5erkp79dje49vtq46lyardpg2k4cjjl42skr4""]",[2.78108693],[2.77728868],0.00379825,P2WSH
f6ea84bddf65f93cfc50547c72fcffbd49780fa77b50f9f30c4449d4b01fdf4a,"[""bc1q246x5rsxf2sxnqas2fr6wgzapue4vnk5xkdrsvl""]","[""3L4PRYYpMsCkGCJkEwMYRARVSPJK9rpUX1""]",[0.25886735],[0.30838443],0.0001,P2PKH
370cedba3a50f9dcd5f13d3f268a0bdc3c9f9219f144b39c70cf49c30a5e77f5,"[""3obQkuct9r4ubh3LRrG5a6uK9z53umBzAv""]","[""3YYXmb5fpbxqM5gLakhHqPzzSm9p1FyAsy""]",[0.88006857],[0.74003975],0.0001,P2PKH
fd5cabb767d02740ae016efc782542f6cb795dde7dab1ca096fa9f3fe4d9aa4c,"[""3mrd5E6a5Hvo1xgw8VggX81Cq1RXMzfvzw"", ""3NxFGXgQL6un9oG6yDxn8Xsbo6MaHG63Kk"", ""1MjyXbrU81WA8Nj4jyiFchBzoWGRwtpJrw""]","[""3GW8kwTa1LEkaiwfqEJfpa9Nj7WCnT9RQ6""]","[1.51220409, 1.51220409, 1.51220409]",[4.52611417],0.01049809,P2PKH
945fe93e0ff09d3900cfe51c1c59ff090b5997e291e5569860bc543066d36b53,"[""1EV3XXWvHPkx3wtjRHtKMAHVDAwGc7EH6Z"", ""1ap8YnQa9GHK5Rzadmus18GZvk82Shz8sv"", ""bc1qcqu73eq6qx7jhs6frkmwdgmlhrtzeh2sg5sck2a""]","[""1XrgjZ4mhRR8SuyNCS4EbEktoZz1ip58B3"", ""bc1qcqu73eq6qx7jhs6frkmwdgmlhrtzeh2sg5sck2a""]","[0.55695687, 0.55695687, 0.55695687]","[0.83284267, 0.83284267]",0.00518528,P2WPKH
311fc2dee2a23dead16c4ceb1a821f636567e08b66bd2943ecc09948d2e67fd8,"[""1kYv6bPqrnRkJT6yaNRDQHHhWPzjxmiTa2""]","[""16XNTAKKwbtAk35SRcRDWM7gbXJDz4Cwmm""]",[2.0681296],[2.06158282],0.00654678,P2SH
c7b67db4847b3f8b324cf3dd8f7b48d5f279daa180a7b74083a6b7e5662e608b,"[""1BDpjmspWAKW8rt2CqqFTvhGpWd82NbBsb""]","[""1Ufe9ptc1wWUVAkKLHWYNp5Sa6VKyk2Q3Y"", ""1nxdtZeTLppqLmbiNT6f1MdoYN7uVpkQFC"", ""3LqGq623rnDDECeWsygU8BoDcwiiGtrTDJ""]",[0.08171116],"[0.02718361, 0.02718361, 0.02718361]",0.00016033,P2WSH
a62ef413f7e9e5d57ac965619cd42d8c82712627fbf5cb4be36477aff4a1755c,"[""3Zbns1RnjZzFXgAGG9AHJnMwiVcT81PqPs""]","[""bc1qj7rrcemuug5j09vn4vvukp0gt2ef6m4l8fhc2hn"", ""3LqGq623rnDDECeWsygU8BoDcwiiGtrTDJ"", ""3Zbns1RnjZzFXgAGG9AHJnMwiVcT81PqPs""]",[4.95214104],"[1.64884504, 1.64884504, 1.64884504]",0.00560591,P2PKH
f40288acd792f208d22127403e44d44b83c00f41dab16ff4dbb7fe47e2247060,"[""bc1qpsfwp6zmmnsw3euwe520ypru2ks98wws9tfd2ne"", ""3Dn5dXCnMxe96FB9m5xdTZagtezKyKSUdo""]","[""1kYv6bPqrnRkJT6yaNRDQHHhWPzjxmiTa2"", ""bc1qpsfwp6zmmnsw3euwe520ypru2ks98wws9tfd2ne""]","[1.95472625, 1.95472625]","[1.95015084, 1.95015084]",0.00915083,P2WSH
5fb8a2147e2c8bb0a1e0f1b7385066526ab0ece079b7db48079a5e7ec63dbc8d,"[""1rxMoTuenPwnWGfJuug1u22nqXjKAaRZPc""]","[""3nEifYPXVYcKe7X4q8sCV6aqfXhFNc5vDV"", ""1rxMoTuenPwnWGfJuug1u22nqXjKAaRZPc""]",[3.00214111],"[1.49668099, 1.49668099]",0.00877912,P2WSH
8497ff226a8b3d11fa844891a546793425cf30b979591b5dae6f98e4b90fd659,"[""3C2AH5qJQVf6YBtNSGTEG4kf5LYybZqpRY""]","[""bc1q6l0d2r9d04vcpzgrcm6qmwpsn0wpgyfu0q5ekfq"", ""bc1q7vl7pna78jayh8l9uzk5uwg8zgrqvhlu0v3r0m5""]",[3.30892665],"[1.64679472, 1.64679472]",0.01533721,P2WSH
2a727271c6cf51bc12153245ddd0947951ab4ca9cdb7d97fe5831a7d6fd511da,"[""1Co3Ya95Q1RMKTWxLfXQLmtMzAUG1PSXoo""]","[""1zhro6Gro6B2MVDr9hhDgDzQGBZ8EAPoxN""]",[0.44743853],[0.44734485],9.368e-05,P2SH
a63313167db449f59bf2b0cc9751fd0116f4e8e62b274cad8e2c6acb6a9aeb92,"[""15YRb7btrAUP1281dTdozRgtHDoPeeLXpV""]","[""bc1qay9uxnj7y8tq3gw6apn5wyc82muft8cgck6ecgq"", ""1spGsW9MiTVXHiQzxE3QTmyQa8aZVutu83""]",[37.63960504],"[0.17626918, 37.46321205]",0.00012381,P2PKH
a4a8e8498b60c78165685c4b2dbed03abb2a91c9d2b04f16b194f28dbb530e12,"[""1eshRCdwKDfQLkFaQ6j9ZbEctYfRMEw5Pn""]","[""bc1qkgza0cwvd8ymlsxrlu6q7pu4fay6cmxlxm4v7s7""]",[0.03525659],[0.03518422],7.237e-05,P2WPKH
49e3d97f41eff0b8870d2be96b493e3d596e0101f01f4bfaa6ed7a8e1b739677,"[""bc1qd8v37uh5mkjek3r3xnjpjx0ura9qe8kuwenvpmq"", ""17JNJ29nRwJHBj1Y43UJTLNqq89dmf9j6d""]","[""3p5AJkaH8ghwWV53SKF6xqaxzfG3kUevBa""]","[1.64939075, 1.64939075]",[3.2924986],0.00628289,P2WSH
4321b142adbd9a8779bf95291eb4f1a3a4d023db5effcda62336778dc84057f6,"[""1YGCHqL2q7i3NxDxXpSobdxnz6hZRtx5ut""]","[""bc1q2w857pnw0jy4sev6f77u4jk35eeq35qqh964nv2""]",[0.38963036],[0.39102672],0.0001,P2PKH
ca1548d03a41245a151c136d47817be393d9e56738a896c03e21dc673adc54a7,"[""3evMqnPprRBcSPfh6h3tAtYf4juuQm8NkW"", ""3bZ29yzZouaPPx4PULxeJAgBpb2CuPCHXT""]","[""3LqGq623rnDDECeWsygU8BoDcwiiGtrTDJ"", ""3bZ29yzZouaPPx4PULxeJAgBpb2CuPCHXT""]","[1.68266298, 1.68266298]","[1.68132803, 1.68132803]",0.0026699,P2WSH
4c65f29e5074f7062f0cf0bc0370d30a8744e766e7ab8ea6928fcf50f73f2302,"[""3obQkuct9r4ubh3LRrG5a6uK9z53umBzAv""]","[""bc1qtqexuzs00ws5uluxxsfkn0eep8lh4p6fz585mp9""]",[0.02573416],[0.60884268],0.0001,P2PKH
2bc06bef0207ab7e50607955c33e4cfa7d9b78e797688285a6320e061ce69e5c,"[""1Cpe6bSxRJ6nHV5P825fFFG46BADPCWsPH""]","[""bc1q6x65qt8em02gjckruhfacy3xjt7j0ja2cnraz0q""]",[0.02600258],[0.2112947],0.0001,P2PKH
9b6a0602d2323bb4b0bfb366b5ac0aa5e00fe85413409428b49f846d68d20edf,"[""1A8FofBrxV2r5bsuQNf6wj97jwXqxwFtE8""]","[""3JoE2CLsyHeQyYw7yBxG7SjKcWPaFi1vYi"", ""1gEC2FUr5RdChVFf1km7RBxX3FrTofzbxt"", ""1A8FofBrxV2r5bsuQNf6wj97jwXqxwFtE8""]",[2.65681141],"[0.88379589, 0.88379589, 0.88379589]",0.00542375,P2SH
63df7404b24c266173ae70305de57375d7bc9637576facfb6fba7215e2dcd481,"[""bc1q29lwt2l2tcdhnjxcag7wvhlnslff8mq6kg33ayp"", ""bc1qvfp3ys8phvwns8fvyzjpvzscyy305xnh8zc2az4"", ""1UeMktpo4cXjq5DX6EPCfawZZkmaghR7nY""]","[""bc1q55alxk9vdgzt7rkdaw4rkxmef0ymnlf4ddyfgna"", ""bc1q29lwt2l2tcdhnjxcag7wvhlnslff8mq6kg33ayp""]","[0.10807487, 0.10807487, 0.10807487]","[0.16201527, 0.16201527]",0.00019407,P2WSH
199bf4d298e2bac09dc3687b96ffa04f989eabc60d8591066c316f53c2e74823,"[""1V1Mq38snWxZxi9jSvH2wFgPQutvbBSso9""]","[""bc1q55alxk9vdgzt7rkdaw4rkxmef0ymnlf4ddyfgna""]",[0.36605591],[0.36485729],0.00119862,P2WPKH
3b05038513f2b4efd7f144e93575ac91ed39ccf590bf7b32831f25455595342f,"[""bc1qrckxnklxyz9kle7l4k3ff9kk9t8le80tjwlyuzv""]","[""35hYiQcK4ppDxByYynn7kPesdYpDGaokAE"", ""bc1qh2kx0jw92ypk5r6rfs6yaqdy58uvu6r9rr7tnra""]",[0.57868241],"[0.28908911, 0.28908911]",0.0005042,P2WSH
93b39d520b81b6679fb600039df9f1625726fd7fbaff2404eab0803db34f2c40,"[""3obQkuct9r4ubh3LRrG5a6uK9z53umBzAv""]","[""bc1qlf52hqqvqyeqwk2lhf609audflhgyk6j89fd209""]",[0.1760515],[0.04324146],0.0001,P2PKH
b07f5bafb79785e2d9c428c4cd7cef1caf4479a18ca5d6d7e1e222277c966a8f,"[""1FMD6P2VTFZqFjWATsq1KG6vkfvEWeqzYk""]","[""bc1q23f7da5snv230gg2j2ztx72te25ak03wg7z5lvu""]",[0.46498688],[0.21998575],0.0001,P2PKH
e3859a5ab0e7f19e3865f14dd1cb156660faa77a8f76e6691e7d74164826c678,"[""1zhro6Gro6B2MVDr9hhDgDzQGBZ8EAPoxN""]","[""3gLDBQmJSnBaRCB4oxFkdUupHadMdqMq6g""]",[0.44472317],[0.44452358],0.00019959,P2WSH
0a9ad366759dcab7d90600c8599a3e637a5ed127b7e923130fe90c37b82d5583,"[""3xHKfzJzWk3ZvqZVdEW8NP1omFDf2aHKcc""]","[""14fXVtyxFzrwyj59zmX89QkXzp8PediqAQ""]",[0.38464276],[0.34823618],0.0001,P2PKH
05c504e9e5d3dea1eeacc96177e653af3982ec98d5c31a7a967515cfee1f7b14,"[""3LthH1w5iVkheVn6DhJaUXRkLhGF7C7YmB"", ""3f4e1RVSNtT9BXecvmTpbKFwHTkafLVKVM""]","[""bc1qh6tjcqhwe6pdk2hcwe2aexzlg4dqvq5wv4hhf6n"", ""bc1qlpvshaum8pqj3g5urn5wd9h0wsj4amkwuhvd75t""]","[1.08014012, 1.08014012]","[1.07924736, 1.07924736]",0.00178552,P2PKH
861459ad69501ae3fbe2f21328769714fa3be41c8cfc556a9c5a5bbce0e8780b,"[""bc1qh3n88dq24v9wynqvjq5ywpvx2cvc6gzq3lt5c5c"", ""3f4e1RVSNtT9BXecvmTpbKFwHTkafLVKVM""]","[""3DpCLk3df8tTbWx1jZSavnuhBp7fcKtRch"", ""3LthH1w5iVkheVn6DhJaUXRkLhGF7C7YmB""]","[0.13777871, 0.13777871]","[0.13765802, 0.13765802]",0.00024138,P2PKH
6fe152ad6d1682b588897b61505737eacba173595c56df64686f0b401a8f0bfb,"[""bc1qce8qqd8e6kq3k70pgm40nqful57h6p0y5j9wgrx""]","[""3ckDhqAAdoBJ9yWKGVZamdTVN22Ne2Q8fB""]",[0.46419776],[0.93850742],0.0001,P2PKH
2c1ea49f52ced4ac1fdc56b90206f06e38fe5dd911836d7cd11831e41d599958,"[""35zMoh7DzCvoFUrLak3gqFgbkNnWLRysgv""]","[""3SKe5jR26VHZiBHDyceSW2yvKuenQinEL3""]",[0.41416377],[0.37720108],0.0001,P2PKH
5ab68bb7c9194468380c70b4a3170dcb928ccf26f17364dc04f3eb26fc5933b4,"[""1Sdsa8X6V3Y2pHqPMsAHXFXcKcYtawze2R""]","[""3h9ZoxAKnieHMgLUSmV7e5HptCjdjtrdpa""]",[0.66849782],[0.66589805],0.00259977,P2WPKH
24db8896abd30e243fb95eb5b06b025ad6de352d91a43df5d8c0556870e8241a,"[""1zqPiHANQZF1rkXWn3H2dg2kpNQpsr5Whj""]","[""bc1q55alxk9vdgzt7rkdaw4rkxmef0ymnlf4ddyfgna"", ""1zqPiHANQZF1rkXWn3H2dg2kpNQpsr5Whj""]",[3.86754344],"[1.9264932, 1.9264932]",0.01455704,P2PKH
9b1f15d7c48bedf85b373db04328961d501540543b3ed0bf5e86b2f3165b6d93,"[""31Hhf9RsJ8kyFP8AYhto5s7cZLF15gShvA""]","[""1zhro6Gro6B2MVDr9hhDgDzQGBZ8EAPoxN""]",[0.44805517],[0.44788268],0.00017249,P2SH
6fc2930687bba94e1478c45b28a6a0192ee125203b4c78f657808437a7c8bbdd,"[""bc1q70dmce3q760jat4v57z37zwc59pvxku5tz5hyxh""]","[""bc1qnzdaalmuhfxysjmsyef43m9wr48xc4zdk9auc8g"", ""bc1q7peykma8hacmhf6a9qvd0tvzhfak3r2empaf5jw"", ""1H4PzFpB5yCPe7YSc7SG35jn2Ve13P9LP1""]",[1.09609727],"[0.36485568, 0.36485568, 0.36485568]",0.00153022,P2WSH
097bcda0bc9469335bf94347412e9eae94c9bed02d12fa79d0624a436ef5980e,"[""bc1qr23xx37rxt9v2vwz65tzxfnlr3lm97nlk4lk25u"", ""3TFWT5hkPkrQ17vKkV4YFx9pqA26JYP5mg"", ""1SBitXS3dXff6hSb3NCFuC121pg4x6qfi3""]","[""1kYv6bPqrnRkJT6yaNRDQHHhWPzjxmiTa2"", ""bc1qr23xx37rxt9v2vwz65tzxfnlr3lm97nlk4lk25u""]","[0.70040703, 0.70040703, 0.70040703]","[1.04738869, 1.04738869]",0.00644371,P2WSH
8aada823689a7390fbd4fd66651275e872b3ce781da2bd9cf41d30e8a4c8a518,"[""1PWQCsctHRd6MGpivdvPjWtcWXjfPo68xp""]","[""1sQaxqpisA9jBruZnXKho4mmaDq7UzyZSX""]",[0.53175245],[0.25251039],0.0001,P2PKH
656dfe80e87953120c09c2777e2ba2e3a968e874dc40d4c7fa83d0b205823eb7,"[""3RpebJbhUBQKjdynKHnNwCzBm2jwDoq5ro""]","[""1LX7Ca6WoTWT4ToiPpka3L4zw5w2QmmyeR"", ""bc1qjgt84w94auck57t870wltkace6c4nesstar6ux3""]",[0.61977023],"[0.30978074, 0.30978074]",0.00020875,P2SH
5fa0f7044c7202f7ddf333df388f0286b20412a38c6acf8a081c56ecebcca5f3,"[""bc1q0aspsmzzmv7jjpz4j2g42gy5waaqnjr3sytz8fw""]","[""bc1qau9dks3ujhcamrje6gxhkq90rcddfd99y0srjxx"", ""1b1i442LWHVYitaFUQ6fMQs4ee4jo7CY9B""]",[1.44453068],"[0.7189468, 0.7189468]",0.00663707,P2SH
