txid,timestamp,inputs,outputs,input_amount,output_amount,fee
tx_230651383_230651387,2025-09-15T14:55:50.534433,"[""wallet_230651383""]","[""wallet_230651387""]",2.0856,4.1983,0.0035
tx_232350659_230566445,2025-09-15T14:56:50.534433,"[""wallet_232350659""]","[""wallet_230566445""]",5.603,9.9386,0.0005
tx_232022475_114950458,2025-09-15T14:57:50.534433,"[""wallet_232022475""]","[""wallet_114950458""]",9.9632,2.5646,0.0004
tx_230399800_232945014,2025-09-15T14:58:50.534433,"[""wallet_230399800""]","[""wallet_232945014""]",6.2759,2.6896,0.0012
tx_230351409_230602655,2025-09-15T14:59:50.534433,"[""wallet_230351409""]","[""wallet_230602655""]",2.1757,4.1003,0.0049
tx_230336248_3879011,2025-09-15T15:00:50.534433,"[""wallet_230336248""]","[""wallet_3879011""]",5.5312,7.3177,0.0036
tx_232366613_34300945,2025-09-15T15:01:50.534433,"[""wallet_232366613""]","[""wallet_34300945""]",1.6377,6.8098,0.0014
tx_230470032_230392232,2025-09-15T15:02:50.534433,"[""wallet_230470032""]","[""wallet_230392232""]",5.5016,8.7008,0.0032
tx_230969378_232438397,2025-09-15T15:03:50.534433,"[""wallet_230969378""]","[""wallet_232438397""]",7.1985,6.5253,0.0042
tx_71367974_231178807,2025-09-15T15:04:50.534433,"[""wallet_71367974""]","[""wallet_231178807""]",1.9483,1.7189,0.0042
tx_232913899_230578985,2025-09-15T15:05:50.534433,"[""wallet_232913899""]","[""wallet_230578985""]",5.1149,8.6123,0.0016
tx_232403823_230101133,2025-09-15T15:06:50.534433,"[""wallet_232403823""]","[""wallet_230101133""]",4.7112,5.4418,0.0048
tx_80045938_80044770,2025-09-15T15:07:50.534433,"[""wallet_80045938""]","[""wallet_80044770""]",1.89,8.6462,0.0046
tx_230411679_82948867,2025-09-15T15:08:50.534433,"[""wallet_230411679""]","[""wallet_82948867""]",3.7016,2.2205,0.0018
tx_230455948_232070826,2025-09-15T15:09:50.534433,"[""wallet_230455948""]","[""wallet_232070826""]",9.6527,0.285,0.0037
tx_232009157_84673906,2025-09-15T15:10:50.534433,"[""wallet_232009157""]","[""wallet_84673906""]",10.478,5.1097,0.0027
tx_87844658_230542007,2025-09-15T15:11:50.534433,"[""wallet_87844658""]","[""wallet_230542007""]",3.5673,9.1877,0.0025
tx_230602666_43560505,2025-09-15T15:12:50.534433,"[""wallet_230602666""]","[""wallet_43560505""]",3.0091,2.6731,0.0035
tx_230522938_230667448,2025-09-15T15:13:50.534433,"[""wallet_230522938""]","[""wallet_230667448""]",9.7403,1.9274,0.0012
tx_75604049_232062802,2025-09-15T15:14:50.534433,"[""wallet_75604049""]","[""wallet_232062802""]",2.9684,2.4282,0.0027
tx_230539715_230539305,2025-09-15T15:15:50.534433,"[""wallet_230539715""]","[""wallet_230539305""]",10.1366,2.1054,0.0005
tx_230418114_230418806,2025-09-15T15:16:50.534433,"[""wallet_230418114""]","[""wallet_230418806""]",8.6267,9.0132,0.0036
tx_232023175_232438397,2025-09-15T15:17:50.534433,"[""wallet_232023175""]","[""wallet_232438397""]",7.3191,4.5905,0.0017
tx_232431850_233101911,2025-09-15T15:18:50.534433,"[""wallet_232431850""]","[""wallet_233101911""]",4.4835,2.6667,0.0029
tx_231995257_232034293,2025-09-15T15:19:50.534433,"[""wallet_231995257""]","[""wallet_232034293""]",4.577,1.7607,0.0004
tx_207805243_230531606,2025-09-15T15:20:50.534433,"[""wallet_207805243""]","[""wallet_230531606""]",4.9951,8.6081,0.0041
tx_230590635_43560505,2025-09-15T15:21:50.534433,"[""wallet_230590635""]","[""wallet_43560505""]",8.6842,0.9935,0.0011
tx_230472718_232903605,2025-09-15T15:22:50.534433,"[""wallet_230472718""]","[""wallet_232903605""]",9.5509,6.8116,0.0019
tx_231264466_232010817,2025-09-15T15:23:50.534433,"[""wallet_231264466""]","[""wallet_232010817""]",8.6579,3.0617,0.0029
tx_232910749_232431894,2025-09-15T15:24:50.534433,"[""wallet_232910749""]","[""wallet_232431894""]",0.5842,9.4604,0.0002
tx_231997274_230473482,2025-09-15T15:25:50.534433,"[""wallet_231997274""]","[""wallet_230473482""]",6.0777,5.1383,0.0031
tx_232007253_232010781,2025-09-15T15:26:50.534433,"[""wallet_232007253""]","[""wallet_232010781""]",5.9458,4.9667,0.0008
tx_230448737_67786007,2025-09-15T15:27:50.534433,"[""wallet_230448737""]","[""wallet_67786007""]",9.5823,6.565,0.0026
tx_29922517_92571083,2025-09-15T15:28:50.534433,"[""wallet_29922517""]","[""wallet_92571083""]",3.0098,5.3165,0.0039
tx_232659387_90215451,2025-09-15T15:29:50.534433,"[""wallet_232659387""]","[""wallet_90215451""]",9.6894,5.7679,0.0033
tx_232673961_233599182,2025-09-15T15:30:50.534433,"[""wallet_232673961""]","[""wallet_233599182""]",3.9921,2.3431,0.0047
tx_4959428_10437353,2025-09-15T15:31:50.534433,"[""wallet_4959428""]","[""wallet_10437353""]",2.7608,6.2936,0.004
tx_232431871_31636038,2025-09-15T15:32:50.534433,"[""wallet_232431871""]","[""wallet_31636038""]",1.5047,6.9203,0.0006
tx_230542546_3880947,2025-09-15T15:33:50.534433,"[""wallet_230542546""]","[""wallet_3880947""]",9.0135,1.9505,0.0017
tx_232895633_232404256,2025-09-15T15:34:50.534433,"[""wallet_232895633""]","[""wallet_232404256""]",8.7021,0.6544,0.0018
tx_80045043_230547914,2025-09-15T15:35:50.534433,"[""wallet_80045043""]","[""wallet_230547914""]",3.0577,8.4662,0.0014
tx_232393752_230968860,2025-09-15T15:36:50.534433,"[""wallet_232393752""]","[""wallet_230968860""]",6.7502,5.5285,0.0027
tx_231034733_232457123,2025-09-15T15:37:50.534433,"[""wallet_231034733""]","[""wallet_232457123""]",3.0114,2.101,0.0024
tx_232008590_5804243,2025-09-15T15:38:50.534433,"[""wallet_232008590""]","[""wallet_5804243""]",2.7248,9.902,0.005
tx_232431864_2758467,2025-09-15T15:39:50.534433,"[""wallet_232431864""]","[""wallet_2758467""]",4.5559,9.9319,0.0016
tx_4454658_230473598,2025-09-15T15:40:50.534433,"[""wallet_4454658""]","[""wallet_230473598""]",9.2856,4.625,0.0017
tx_230649652_230550407,2025-09-15T15:41:50.534433,"[""wallet_230649652""]","[""wallet_230550407""]",8.184,4.8548,0.0013
tx_2819834_230095966,2025-09-15T15:42:50.534433,"[""wallet_2819834""]","[""wallet_230095966""]",6.3254,6.3587,0.0005
tx_230423334_230423330,2025-09-15T15:43:50.534433,"[""wallet_230423334""]","[""wallet_230423330""]",7.5845,0.1419,0.0018
tx_17128828_230456630,2025-09-15T15:44:50.534433,"[""wallet_17128828""]","[""wallet_230456630""]",6.9848,8.3983,0.0047
tx_21018157_3272536,2025-09-15T15:45:50.534433,"[""wallet_21018157""]","[""wallet_3272536""]",0.89,7.9921,0.0022
tx_230439439_213798063,2025-09-15T15:46:50.534433,"[""wallet_230439439""]","[""wallet_213798063""]",4.0458,1.3331,0.0024
tx_234017998_34549314,2025-09-15T15:47:50.534433,"[""wallet_234017998""]","[""wallet_34549314""]",5.7663,8.8451,0.0042
tx_232399294_232399292,2025-09-15T15:48:50.534433,"[""wallet_232399294""]","[""wallet_232399292""]",0.357,2.6874,0.0046
tx_31663613_60492027,2025-09-15T15:49:50.534433,"[""wallet_31663613""]","[""wallet_60492027""]",5.581,9.4239,0.0019
tx_230468734_232925740,2025-09-15T15:50:50.534433,"[""wallet_230468734""]","[""wallet_232925740""]",3.6895,6.6628,0.0016
tx_230402464_230402461,2025-09-15T15:51:50.534433,"[""wallet_230402464""]","[""wallet_230402461""]",8.044,0.4279,0.0039
tx_230460314_3276131,2025-09-15T15:52:50.534433,"[""wallet_230460314""]","[""wallet_3276131""]",8.5333,7.1966,0.0033
tx_230438845_232438397,2025-09-15T15:53:50.534433,"[""wallet_230438845""]","[""wallet_232438397""]",8.3159,1.4151,0.0017
tx_76866367_232431880,2025-09-15T15:54:50.534433,"[""wallet_76866367""]","[""wallet_232431880""]",0.3347,7.9861,0.0048
tx_230449516_230449513,2025-09-15T15:55:50.534433,"[""wallet_230449516""]","[""wallet_230449513""]",7.6209,9.452,0.0009
tx_63073396_230519593,2025-09-15T15:56:50.534433,"[""wallet_63073396""]","[""wallet_230519593""]",6.3492,8.2199,0.0016
tx_225944002_5164319,2025-09-15T15:57:50.534433,"[""wallet_225944002""]","[""wallet_5164319""]",5.0776,7.634,0.0016
tx_232009330_232029206,2025-09-15T15:58:50.534433,"[""wallet_232009330""]","[""wallet_232029206""]",8.0634,2.0302,0.0002
tx_89273_3897291,2025-09-15T15:59:50.534433,"[""wallet_89273""]","[""wallet_3897291""]",9.3002,8.0155,0.0026
tx_27917878_3901537,2025-09-15T16:00:50.534433,"[""wallet_27917878""]","[""wallet_3901537""]",8.1859,6.7953,0.0041
tx_230415749_232438397,2025-09-15T16:01:50.534433,"[""wallet_230415749""]","[""wallet_232438397""]",1.5543,6.2337,0.0024
tx_76866427_230543248,2025-09-15T16:02:50.534433,"[""wallet_76866427""]","[""wallet_230543248""]",8.3032,10.1672,0.0032
tx_37232614_31177489,2025-09-15T16:03:50.534433,"[""wallet_37232614""]","[""wallet_31177489""]",0.1208,9.2879,0.0016
tx_230457908_11354515,2025-09-15T16:04:50.534433,"[""wallet_230457908""]","[""wallet_11354515""]",2.4819,5.1466,0.0037
tx_230577418_232423037,2025-09-15T16:05:50.534433,"[""wallet_230577418""]","[""wallet_232423037""]",0.9258,5.4719,0.0021
tx_230471945_230578084,2025-09-15T16:06:50.534433,"[""wallet_230471945""]","[""wallet_230578084""]",3.5373,6.4127,0.0043
tx_230439798_230439794,2025-09-15T16:07:50.534433,"[""wallet_230439798""]","[""wallet_230439794""]",2.1842,2.7405,0.0004
tx_87823654_230542001,2025-09-15T16:08:50.534433,"[""wallet_87823654""]","[""wallet_230542001""]",5.6887,7.1671,0.001
tx_230520011_196535269,2025-09-15T16:09:50.534433,"[""wallet_230520011""]","[""wallet_196535269""]",1.7672,8.7445,0.0002
tx_232420741_232420747,2025-09-15T16:10:50.534433,"[""wallet_232420741""]","[""wallet_232420747""]",4.0308,3.8698,0.0031
tx_89273_230469212,2025-09-15T16:11:50.534433,"[""wallet_89273""]","[""wallet_230469212""]",4.2563,8.1543,0.0048
tx_230530351_230530217,2025-09-15T16:12:50.534433,"[""wallet_230530351""]","[""wallet_230530217""]",0.5122,7.782,0.0024
tx_230456346_230456342,2025-09-15T16:13:50.534433,"[""wallet_230456346""]","[""wallet_230456342""]",1.4108,0.7139,0.0025
tx_28095167_311767,2025-09-15T16:14:50.534433,"[""wallet_28095167""]","[""wallet_311767""]",9.3397,1.2525,0.0045
tx_232072340_232353291,2025-09-15T16:15:50.534433,"[""wallet_232072340""]","[""wallet_232353291""]",7.9539,4.5252,0.003
tx_230414560_63414613,2025-09-15T16:16:50.534433,"[""wallet_230414560""]","[""wallet_63414613""]",6.1909,4.322,0.0009
tx_230347018_207801396,2025-09-15T16:17:50.534433,"[""wallet_230347018""]","[""wallet_207801396""]",2.4741,0.4553,0.0018
tx_27553759_87519468,2025-09-15T16:18:50.534433,"[""wallet_27553759""]","[""wallet_87519468""]",4.797,9.1917,0.0009
tx_91502140_231994146,2025-09-15T16:19:50.534433,"[""wallet_91502140""]","[""wallet_231994146""]",6.9059,6.7248,0.0017
tx_231993295_230444846,2025-09-15T16:20:50.534433,"[""wallet_231993295""]","[""wallet_230444846""]",9.7904,5.4993,0.0048
tx_230468425_232409481,2025-09-15T16:21:50.534433,"[""wallet_230468425""]","[""wallet_232409481""]",2.7113,5.878,0.0037
tx_231994149_230752278,2025-09-15T16:22:50.534433,"[""wallet_231994149""]","[""wallet_230752278""]",8.512,6.7752,0.0032
tx_48236824_230458577,2025-09-15T16:23:50.534433,"[""wallet_48236824""]","[""wallet_230458577""]",2.8794,0.946,0.0046
tx_232064269_75600737,2025-09-15T16:24:50.534433,"[""wallet_232064269""]","[""wallet_75600737""]",4.4763,6.7912,0.0021
tx_5051906_37234018,2025-09-15T16:25:50.534433,"[""wallet_5051906""]","[""wallet_37234018""]",9.3423,7.9519,0.0024
tx_230405627_9367470,2025-09-15T16:26:50.534433,"[""wallet_230405627""]","[""wallet_9367470""]",4.3743,9.6067,0.0007
tx_232432886_2880930,2025-09-15T16:27:50.534433,"[""wallet_232432886""]","[""wallet_2880930""]",0.6933,5.8908,0.0012
tx_232033953_2912780,2025-09-15T16:28:50.534433,"[""wallet_232033953""]","[""wallet_2912780""]",3.7803,8.0409,0.0037
tx_232698839_230623251,2025-09-15T16:29:50.534433,"[""wallet_232698839""]","[""wallet_230623251""]",5.6675,0.654,0.002
tx_42094373_14678301,2025-09-15T16:30:50.534433,"[""wallet_42094373""]","[""wallet_14678301""]",4.4671,10.3308,0.005
tx_7398153_80045921,2025-09-15T16:31:50.534433,"[""wallet_7398153""]","[""wallet_80045921""]",9.4134,6.1661,0.0046
tx_232009674_232903605,2025-09-15T16:32:50.534433,"[""wallet_232009674""]","[""wallet_232903605""]",3.0004,8.2316,0.0007
tx_230432810_71373717,2025-09-15T16:33:50.534433,"[""wallet_230432810""]","[""wallet_71373717""]",6.8102,5.0585,0.0009
tx_31636038_75984917,2025-09-15T16:34:50.534433,"[""wallet_31636038""]","[""wallet_75984917""]",6.4873,7.9785,0.001
tx_234442466_233391414,2025-09-15T16:35:50.534433,"[""wallet_234442466""]","[""wallet_233391414""]",6.7076,0.8453,0.0004
tx_231133568_230530058,2025-09-15T16:36:50.534433,"[""wallet_231133568""]","[""wallet_230530058""]",8.3255,4.2289,0.0002
tx_232040265_232040268,2025-09-15T16:37:50.534433,"[""wallet_232040265""]","[""wallet_232040268""]",4.7415,8.0309,0.0033
tx_232671786_232671793,2025-09-15T16:38:50.534433,"[""wallet_232671786""]","[""wallet_232671793""]",1.4194,7.2121,0.0025
tx_230330962_73191409,2025-09-15T16:39:50.534433,"[""wallet_230330962""]","[""wallet_73191409""]",0.7614,6.0322,0.0021
tx_9225546_232039877,2025-09-15T16:40:50.534433,"[""wallet_9225546""]","[""wallet_232039877""]",0.2111,1.8635,0.0013
tx_19146132_230578984,2025-09-15T16:41:50.534433,"[""wallet_19146132""]","[""wallet_230578984""]",0.1439,4.4673,0.0008
tx_226902381_230530273,2025-09-15T16:42:50.534433,"[""wallet_226902381""]","[""wallet_230530273""]",6.8162,8.3217,0.0034
tx_230531160_230543013,2025-09-15T16:43:50.534433,"[""wallet_230531160""]","[""wallet_230543013""]",0.4105,7.9189,0.0044
tx_230423430_21633458,2025-09-15T16:44:50.534433,"[""wallet_230423430""]","[""wallet_21633458""]",8.469,2.8121,0.0011
tx_11998335_230599182,2025-09-15T16:45:50.534433,"[""wallet_11998335""]","[""wallet_230599182""]",3.2028,4.2625,0.0022
tx_89273_5514838,2025-09-15T16:46:50.534433,"[""wallet_89273""]","[""wallet_5514838""]",2.8115,4.1567,0.0042
tx_230402449_232431935,2025-09-15T16:47:50.534433,"[""wallet_230402449""]","[""wallet_232431935""]",0.1154,1.2017,0.0004
tx_293323_2813778,2025-09-15T16:48:50.534433,"[""wallet_293323""]","[""wallet_2813778""]",8.6535,6.611,0.0035
tx_33972938_10588489,2025-09-15T16:49:50.534433,"[""wallet_33972938""]","[""wallet_10588489""]",6.6198,9.5246,0.004
tx_231993743_34300577,2025-09-15T16:50:50.534433,"[""wallet_231993743""]","[""wallet_34300577""]",1.2871,9.9101,0.0032
tx_231995064_232468876,2025-09-15T16:51:50.534433,"[""wallet_231995064""]","[""wallet_232468876""]",7.0715,0.3406,0.0001
tx_232414441_232414444,2025-09-15T16:52:50.534433,"[""wallet_232414441""]","[""wallet_232414444""]",8.5333,8.5728,0.0038
tx_230450254_232896564,2025-09-15T16:53:50.534433,"[""wallet_230450254""]","[""wallet_232896564""]",4.6415,10.4025,0.0012
tx_74478273_232439946,2025-09-15T16:54:50.534433,"[""wallet_74478273""]","[""wallet_232439946""]",9.4384,6.7884,0.0038
tx_82308042_3882798,2025-09-15T16:55:50.534433,"[""wallet_82308042""]","[""wallet_3882798""]",8.4677,0.8756,0.0016
tx_3391095_3400134,2025-09-15T16:56:50.534433,"[""wallet_3391095""]","[""wallet_3400134""]",2.5715,5.3182,0.0049
tx_204266774_232040330,2025-09-15T16:57:50.534433,"[""wallet_204266774""]","[""wallet_232040330""]",5.0751,10.0722,0.0007
tx_2893829_232634213,2025-09-15T16:58:50.534433,"[""wallet_2893829""]","[""wallet_232634213""]",9.4285,8.1011,0.0048
tx_232900752_232910262,2025-09-15T16:59:50.534433,"[""wallet_232900752""]","[""wallet_232910262""]",2.542,0.4546,0.0013
tx_231818725_232038005,2025-09-15T17:00:50.534433,"[""wallet_231818725""]","[""wallet_232038005""]",0.8754,5.9994,0.003
tx_231176204_231176212,2025-09-15T17:01:50.534433,"[""wallet_231176204""]","[""wallet_231176212""]",8.3666,7.2757,0.0018
tx_230403605_230531130,2025-09-15T17:02:50.534433,"[""wallet_230403605""]","[""wallet_230531130""]",1.0742,8.7982,0.0038
tx_17387772_2717498,2025-09-15T17:03:50.534433,"[""wallet_17387772""]","[""wallet_2717498""]",9.7139,5.9382,0.0037
tx_230331370_231993291,2025-09-15T17:04:50.534433,"[""wallet_230331370""]","[""wallet_231993291""]",4.9484,0.4293,0.001
tx_230333889_232010159,2025-09-15T17:05:50.534433,"[""wallet_230333889""]","[""wallet_232010159""]",5.1738,5.3747,0.0028
tx_232457913_6172367,2025-09-15T17:06:50.534433,"[""wallet_232457913""]","[""wallet_6172367""]",10.0288,2.9128,0.0044
tx_230523235_2880689,2025-09-15T17:07:50.534433,"[""wallet_230523235""]","[""wallet_2880689""]",4.959,0.2839,0.0006
tx_232016533_232019707,2025-09-15T17:08:50.534433,"[""wallet_232016533""]","[""wallet_232019707""]",1.1467,5.9278,0.0049
tx_230445138_230444850,2025-09-15T17:09:50.534433,"[""wallet_230445138""]","[""wallet_230444850""]",4.2134,6.9775,0.0025
tx_36148473_222399481,2025-09-15T17:10:50.534433,"[""wallet_36148473""]","[""wallet_222399481""]",0.7148,6.8887,0.0026
tx_231994024_230451671,2025-09-15T17:11:50.534433,"[""wallet_231994024""]","[""wallet_230451671""]",3.0934,5.476,0.0012
tx_232456357_36419682,2025-09-15T17:12:50.534433,"[""wallet_232456357""]","[""wallet_36419682""]",5.5734,3.9901,0.0047
tx_232070258_232070451,2025-09-15T17:13:50.534433,"[""wallet_232070258""]","[""wallet_232070451""]",1.4723,8.9363,0.002
tx_19146132_4048848,2025-09-15T17:14:50.534433,"[""wallet_19146132""]","[""wallet_4048848""]",1.5729,7.7713,0.0042
tx_232037100_232440020,2025-09-15T17:15:50.534433,"[""wallet_232037100""]","[""wallet_232440020""]",5.9827,8.9854,0.004
tx_230658526_230658142,2025-09-15T17:16:50.534433,"[""wallet_230658526""]","[""wallet_230658142""]",0.5285,6.8515,0.0003
tx_230555592_231184466,2025-09-15T17:17:50.534433,"[""wallet_230555592""]","[""wallet_231184466""]",2.6086,9.303,0.0046
tx_78995059_232000938,2025-09-15T17:18:50.534433,"[""wallet_78995059""]","[""wallet_232000938""]",1.7653,5.3795,0.0034
tx_230658528_230658142,2025-09-15T17:19:50.534433,"[""wallet_230658528""]","[""wallet_230658142""]",6.6279,8.0226,0.0015
tx_232443614_232443613,2025-09-15T17:20:50.534433,"[""wallet_232443614""]","[""wallet_232443613""]",9.6894,7.6477,0.0037
tx_230602347_232351352,2025-09-15T17:21:50.534433,"[""wallet_230602347""]","[""wallet_232351352""]",8.0453,0.8973,0.0048
tx_230451735_230451730,2025-09-15T17:22:50.534433,"[""wallet_230451735""]","[""wallet_230451730""]",9.7395,0.2472,0.0041
tx_230521271_230521266,2025-09-15T17:23:50.534433,"[""wallet_230521271""]","[""wallet_230521266""]",4.5444,2.2118,0.005
tx_232456364_3308973,2025-09-15T17:24:50.534433,"[""wallet_232456364""]","[""wallet_3308973""]",3.0453,2.4228,0.0034
tx_32013060_232956935,2025-09-15T17:25:50.534433,"[""wallet_32013060""]","[""wallet_232956935""]",4.9102,5.6006,0.0019
tx_232038802_232038806,2025-09-15T17:26:50.534433,"[""wallet_232038802""]","[""wallet_232038806""]",5.5789,0.1125,0.0032
tx_230437615_230518392,2025-09-15T17:27:50.534433,"[""wallet_230437615""]","[""wallet_230518392""]",9.8376,5.1505,0.0031
tx_230468406_232925740,2025-09-15T17:28:50.534433,"[""wallet_230468406""]","[""wallet_232925740""]",3.6267,10.2759,0.0039
tx_75605180_34528027,2025-09-15T17:29:50.534433,"[""wallet_75605180""]","[""wallet_34528027""]",3.4363,2.2843,0.002
tx_230336085_230336086,2025-09-15T17:30:50.534433,"[""wallet_230336085""]","[""wallet_230336086""]",2.8266,2.5003,0.0049
tx_232431850_2758467,2025-09-15T17:31:50.534433,"[""wallet_232431850""]","[""wallet_2758467""]",5.9696,10.0339,0.0031
tx_95896777_230518318,2025-09-15T17:32:50.534433,"[""wallet_95896777""]","[""wallet_230518318""]",4.9079,3.3187,0.0021
tx_232064949_230457900,2025-09-15T17:33:50.534433,"[""wallet_232064949""]","[""wallet_230457900""]",6.5295,10.1014,0.002
tx_232906420_20510018,2025-09-15T17:34:50.534433,"[""wallet_232906420""]","[""wallet_20510018""]",4.1427,9.9714,0.0024
tx_230426344_232903605,2025-09-15T17:35:50.534433,"[""wallet_230426344""]","[""wallet_232903605""]",9.3795,8.1491,0.0038
tx_230590480_27279848,2025-09-15T17:36:50.534433,"[""wallet_230590480""]","[""wallet_27279848""]",9.1392,1.7921,0.0041
tx_205313457_205313460,2025-09-15T17:37:50.534433,"[""wallet_205313457""]","[""wallet_205313460""]",3.2159,7.8664,0.0015
tx_230439290_230647332,2025-09-15T17:38:50.534433,"[""wallet_230439290""]","[""wallet_230647332""]",7.4538,7.6089,0.0019
tx_230437617_232947875,2025-09-15T17:39:50.534433,"[""wallet_230437617""]","[""wallet_232947875""]",9.5396,1.9038,0.0014
tx_230397493_232910227,2025-09-15T17:40:50.534433,"[""wallet_230397493""]","[""wallet_232910227""]",5.7063,0.3824,0.0013
tx_232953491_132189491,2025-09-15T17:41:50.534433,"[""wallet_232953491""]","[""wallet_132189491""]",2.2045,2.7501,0.0034
tx_75997383_75997541,2025-09-15T17:42:50.534433,"[""wallet_75997383""]","[""wallet_75997541""]",2.6889,4.9432,0.0016
tx_230531645_183323666,2025-09-15T17:43:50.534433,"[""wallet_230531645""]","[""wallet_183323666""]",2.6696,8.609,0.0039
tx_230522108_232470553,2025-09-15T17:44:50.534433,"[""wallet_230522108""]","[""wallet_232470553""]",7.8786,9.0095,0.001
tx_31207796_2881274,2025-09-15T17:45:50.534433,"[""wallet_31207796""]","[""wallet_2881274""]",4.6085,5.0034,0.0032
tx_232922109_230541547,2025-09-15T17:46:50.534433,"[""wallet_232922109""]","[""wallet_230541547""]",5.6061,4.71,0.0008
tx_4947991_4947992,2025-09-15T17:47:50.534433,"[""wallet_4947991""]","[""wallet_4947992""]",5.5853,7.5187,0.0043
tx_232363566_232383230,2025-09-15T17:48:50.534433,"[""wallet_232363566""]","[""wallet_232383230""]",5.2787,2.52,0.0036
tx_232018270_230671330,2025-09-15T17:49:50.534433,"[""wallet_232018270""]","[""wallet_230671330""]",1.5331,6.7138,0.0018
tx_99506338_230428643,2025-09-15T17:50:50.534433,"[""wallet_99506338""]","[""wallet_230428643""]",9.2894,8.9819,0.0024
tx_232401501_3285407,2025-09-15T17:51:50.534433,"[""wallet_232401501""]","[""wallet_3285407""]",3.8152,3.6764,0.0007
tx_232431904_227338369,2025-09-15T17:52:50.534433,"[""wallet_232431904""]","[""wallet_227338369""]",4.0679,8.025,0.0005
tx_75607349_3764391,2025-09-15T17:53:50.534433,"[""wallet_75607349""]","[""wallet_3764391""]",9.8306,10.1492,0.0004
tx_230428181_232438397,2025-09-15T17:54:50.534433,"[""wallet_230428181""]","[""wallet_232438397""]",7.7233,4.0798,0.0028
tx_230524941_230526485,2025-09-15T17:55:50.534433,"[""wallet_230524941""]","[""wallet_230526485""]",5.1816,7.807,0.005
tx_195225288_195239761,2025-09-15T17:56:50.534433,"[""wallet_195225288""]","[""wallet_195239761""]",2.1744,6.5602,0.0002
tx_89273_230746742,2025-09-15T17:57:50.534433,"[""wallet_89273""]","[""wallet_230746742""]",7.7576,10.0633,0.0026
tx_232466597_230528735,2025-09-15T17:58:50.534433,"[""wallet_232466597""]","[""wallet_230528735""]",2.4247,8.3502,0.0012
tx_230517859_182448406,2025-09-15T17:59:50.534433,"[""wallet_230517859""]","[""wallet_182448406""]",6.9728,2.8253,0.0002
tx_232038821_71384764,2025-09-15T18:00:50.534433,"[""wallet_232038821""]","[""wallet_71384764""]",0.1645,5.6992,0.0024
tx_83431059_230428210,2025-09-15T18:01:50.534433,"[""wallet_83431059""]","[""wallet_230428210""]",0.4956,0.4203,0.0044
tx_230403084_232465856,2025-09-15T18:02:50.534433,"[""wallet_230403084""]","[""wallet_232465856""]",8.9995,3.0685,0.0025
tx_232431893_232403116,2025-09-15T18:03:50.534433,"[""wallet_232431893""]","[""wallet_232403116""]",4.848,4.2644,0.0025
tx_75600736_4947994,2025-09-15T18:04:50.534433,"[""wallet_75600736""]","[""wallet_4947994""]",2.4243,0.4714,0.0022
tx_230468063_230468060,2025-09-15T18:05:50.534433,"[""wallet_230468063""]","[""wallet_230468060""]",5.7626,9.0379,0.002
tx_230346949_207801396,2025-09-15T18:06:50.534433,"[""wallet_230346949""]","[""wallet_207801396""]",0.5318,6.7353,0.0019
tx_232010781_230531645,2025-09-15T18:07:50.534433,"[""wallet_232010781""]","[""wallet_230531645""]",8.6141,8.293,0.0017
tx_1913117_233227303,2025-09-15T18:08:50.534433,"[""wallet_1913117""]","[""wallet_233227303""]",2.1405,0.9761,0.0003
tx_230400470_230403082,2025-09-15T18:09:50.534433,"[""wallet_230400470""]","[""wallet_230403082""]",2.9318,8.9955,0.0019
tx_232432897_232431915,2025-09-15T18:10:50.534433,"[""wallet_232432897""]","[""wallet_232431915""]",9.969,8.3735,0.005
tx_75597423_76864769,2025-09-15T18:11:50.534433,"[""wallet_75597423""]","[""wallet_76864769""]",8.7482,10.0494,0.0037
tx_230472372_230472374,2025-09-15T18:12:50.534433,"[""wallet_230472372""]","[""wallet_230472374""]",4.9361,1.6067,0.0012
tx_230652597_27323627,2025-09-15T18:13:50.534433,"[""wallet_230652597""]","[""wallet_27323627""]",9.1267,6.2358,0.0039
tx_230449117_232957846,2025-09-15T18:14:50.534433,"[""wallet_230449117""]","[""wallet_232957846""]",6.2558,5.4766,0.0011
tx_36412427_231570793,2025-09-15T18:15:50.534433,"[""wallet_36412427""]","[""wallet_231570793""]",2.1445,4.885,0.0049
tx_230454697_230683551,2025-09-15T18:16:50.534433,"[""wallet_230454697""]","[""wallet_230683551""]",3.7258,1.4846,0.005
tx_231818725_31191635,2025-09-15T18:17:50.534433,"[""wallet_231818725""]","[""wallet_31191635""]",4.9382,6.1449,0.0008
tx_230457918_230457917,2025-09-15T18:18:50.534433,"[""wallet_230457918""]","[""wallet_230457917""]",9.5174,7.0995,0.0011
tx_232687445_37232678,2025-09-15T18:19:50.534433,"[""wallet_232687445""]","[""wallet_37232678""]",4.2975,8.4663,0.0013
tx_16416103_230437645,2025-09-15T18:20:50.534433,"[""wallet_16416103""]","[""wallet_230437645""]",3.0277,3.1878,0.0049
tx_232066991_34759022,2025-09-15T18:21:50.534433,"[""wallet_232066991""]","[""wallet_34759022""]",8.343,6.629,0.0021
tx_230437112_232438397,2025-09-15T18:22:50.534433,"[""wallet_230437112""]","[""wallet_232438397""]",6.0576,4.8298,0.0019
tx_231992557_230397485,2025-09-15T18:23:50.534433,"[""wallet_231992557""]","[""wallet_230397485""]",0.5383,0.1504,0.0048
