txid,input_addresses,output_addresses,input_amounts,output_amounts,fee,script_type
76203b105a88d1ae5ee6596422a287383e7592e05a46293b7fee7aca623a2d48,"[""1Rx0rliJogqoAxj7jXkE90GSWsIJyQdYDN"", ""1tsqNqB1wK7zlbTP6Rekgd2IbyVfqjO2tp""]","[""1esM2wleOV911xCZkwPRQeNHpCq5QnuVdY"", ""1Xye4JSnE2NiiUHUAKw9iEU1jjQKxKDpI6""]","[0.4258342, 0.4258342]","[0.42406627, 0.42406627]",0.00353584,P2WSH
56b266dca78b94f2bbe807e567201c1e9ec20207b9d695a3b4ecd4a4df615a7b,"[""1ONfFcDAU1Nmt1KZWcmVbZzlwY67KBebQB"", ""1FdJ5khYao3bQxAh4FNPIXDxafsxXr4oI5""]","[""1eYcas6YoUEgZVIcU2U2j9vS89SqKr8CG1""]","[2.27083879, 2.27083879]",[4.53553275],0.00614484,P2WSH
996d335a2ca601893bac55f400da5854fd2a20db7bd319a8af17c7bbc91c282d,"[""1lgHldl6RjWt1eTbc3APwaVH4Fpj3fyni5"", ""1RfIcd9voHYLnHx6FK3Xr7tdfFkUkdIMHM"", ""1BfvkSIlA7gXSkv4WG4SQJAVFnxIfKtUQD""]","[""1p6AwyRsymAKDMcEbtbR1xHgQMv8EbcE4D"", ""1OBHQ3v48ivNU0J8XZyZ29HGJpI6TQWEuZ""]","[0.43139086, 0.43139086, 0.43139086]","[0.64479038, 0.64479038]",0.00459182,P2WPKH
ac342870fbea7cf4a940d8f50499b8ca82fc1ecaa00bc9cac18d76bec72dc1f8,"[""1TWxYA4hkrbRau0M6FYlyiWxxsBg5a1roW""]","[""1tIhCZf5f4lftMbkaNC26tQ61UTtxrrJzZ"", ""1TWxYA4hkrbRau0M6FYlyiWxxsBg5a1roW""]",[1.60260506],"[0.79830079, 0.79830079]",0.00600349,P2WSH
6eeda8f9939066002e01b5bba5cc1f5372bcc1189736206acbeefee2ea63ac1f,"[""1ExtEpU21D6USsKZpaGv27mMh6gYTlxda9KBx""]","[""1cezOSTyod35M2Mty3UBz8zXv15Ux9iw8x""]",[0.02552731],[0.02543248],9.483e-05,P2WPKH
3cffb0d6b2c373ecfc5ee5f45b8cfd15449bed9acd85e9c9b1ffed3e092a8b94,"[""1YZ8fOcR9GLw4yWQdNuuIxp07LjfP4tOPh"", ""1CQwBgBye1UnWeNGmWv7OjgpkjVe6MCIJQ"", ""1RfINuhR694fPFbt6vVl9jsWFHTGP2MLjl""]","[""1pV4fLHpaUaGGxmXzgAKqHJL9ymIIlID9J"", ""1Wyi1hoW6gFWXMQdyNXZDLfqwLS5yOr7dV"", ""1YZ8fOcR9GLw4yWQdNuuIxp07LjfP4tOPh""]","[0.7402513, 0.7402513, 0.7402513]","[0.73908699, 0.73908699, 0.73908699]",0.00349293,P2WSH
44613b9d831195ad78a8f82969132508f1d909fa9315a8bb5eadd8f08bd44346,"[""1m59rHVTE6T8B3ymPNQkklZHQY3vaHXeW7"", ""1ZpSmx98uHZq3uosc5RNge2BFFeA9rpPwq""]","[""1f566XoQUJK2WBjg87THM75FY0853siUB2"", ""1wF5JBFBakYqcDDf00xfKfOfj3PKXLA4jT"", ""1vART1HCvYk86khPRoupX8qb6pOrCT10ei""]","[0.83685356, 0.83685356]","[0.55736117, 0.55736117, 0.55736117]",0.0016236,P2WSH
b96a90bf46fb96c0583eaec6c146c32693929fc114e3692c0cb390b7ddf37634,"[""165Z3Bjvdoi0bdqzg7MbehBEC4cUqoVIYI"", ""10iYCacdhWhmXTzoBr6EAcagTwgK1gvdfF""]","[""1tIhCZf5f4lftMbkaNC26tQ61UTtxrrJzZ""]","[0.92400004, 0.92400004]",[1.84555861],0.00244148,P2TR
2dbd5c20effed26d02f0bf80359b69eecf97ecb346f0be90c6fdd3ee1fa0729f,"[""1vXnNQpesIVhuyJ7ZmZ5DDcijC13CY5dGJ"", ""1FX4jvD2tuVg8G9mcy1htc02u3gVUbVNnm"", ""1QIbJu4Xej0vxHkLlhWt1Sqf2xZsGkxcmf""]","[""131BswI1p3tHgvz6Ee40GsIhSWcoBV7bZq"", ""175r9HASVq7C9o4rQr9VsJcrqpOVatOZ0B"", ""1QIbJu4Xej0vxHkLlhWt1Sqf2xZsGkxcmf""]","[0.5248919, 0.5248919, 0.5248919]","[0.5246693, 0.5246693, 0.5246693]",0.00066782,P2WSH
6785aaaa9292ba314f69d2aa65b8fd7b092077cd93954a5b0d8b094121efac21,"[""1TyBKFnryifJdyfFViiIEOmMTpeWu5fPAv""]","[""1eTY8HhO6kGL75UQSyPx3BpdbIKaRdebuF"", ""1TSXkZQJ4KsTJedVvYz11oOLaWxscHjFnd""]",[4.43538472],"[2.20937734, 2.20937734]",0.01663004,P2WPKH
d15bd2fc689f3182ae6c001c1e5b49ab986a097ce7e902336ad1a1463ce3390f,"[""1hAislLSBielsdrLGXgT64J11f1BZzL8rQ""]","[""1aGqGsYtpDnPDnkIM1eP1jVD9ekMzM6ZzU""]",[4.39859476],[4.39385034],0.00474442,P2TR
28ba07e828c4b2d3d14ab0526f6b17cf91ecbd8096a63b0183f7a2b25bb4624b,"[""186eNwXQ7iLWceWwxJLQ6xVJGyOphTExIq""]","[""1kEEeLViOPb7R7HDHv066Q3RthfVul7PWN"", ""1n7QNlf1P0ARq1WDuUin8nQj75FNUs9v91"", ""10rVq4jB6nBvbdFo9xb50OXirZRiRBaepZ""]",[3.89812295],"[1.29678607, 1.29678607, 1.29678607]",0.00776474,P2WPKH
872ac3d648d434051584c923db4313f2528c4ca719d3b2ea511005f43c167248,"[""1TsmiGJ1FhXsPI2kBhPonUOfASj53VnpD3""]","[""1LQKYuNdniKUYUOCsMBm2sXQ46S49KLF00"", ""1TsmiGJ1FhXsPI2kBhPonUOfASj53VnpD3""]",[3.68217022],"[1.83557537, 1.83557537]",0.01101947,P2PKH
1ad87deb68e6be381f253911aa1f4f497f4df38f84a667e0a825db097704b243,"[""1BC7D0nd6rLtdlVr1hNjMdhcQ1JcSdSqpQ""]","[""1gGoEd9Sf53GRx8ffiYeJA7oqtXRTtqemW"", ""1X87eCr0uIamIsMCKEVm3Vpazov026aO0T""]",[0.19752905],"[0.0987039, 0.0987039]",0.00012125,P2PKH
f1973b839b7c5f2ed5336669e5bcdf01cfb6ba266775854be72052258708a0bc,"[""19IiRghzekNuIr1y2dLnqzdhpiff24m4J9""]","[""1jM2C2WghRmUff6aXodetGDm9LlrP1dlak"", ""1miH8RRelt9kNKLFrAZTGO8pUedvTMYeVS"", ""19IiRghzekNuIr1y2dLnqzdhpiff24m4J9""]",[3.96408259],"[1.31676984, 1.31676984, 1.31676984]",0.01377306,P2SH
e41be90dee4a5b923631730a0dfe0fb2da253d4e65f19bd6e7d0f6f3fa385340,"[""1OeC9VQPVpWrdy9qYle8myOgHAMgBqceTW""]","[""1Z3bdAMhnpvwc2qjQFPR5BC0ggLW6ZcgN1"", ""1aNS80TKIsEEKLQYESGAtd3zDE6vRbrlvo""]",[3.85411984],"[1.92468713, 1.92468713]",0.00474558,P2SH
44d583b5f8a725c130a74b4a8f8c2e307af050ed72c55273b550be2d260dea43,"[""1vggcfYxmUfTpbRdL6AZoiSNFddk9mKIKL""]","[""1BC7D0nd6rLtdlVr1hNjMdhcQ1JcSdSqpQ"", ""1vggcfYxmUfTpbRdL6AZoiSNFddk9mKIKL""]",[1.54289914],"[0.76939886, 0.76939886]",0.00410142,P2WPKH
d4e43983ceadaefa55e1e7a30aa75d07b62c09b4099de829444e972e36ceec6e,"[""1K1g2WmXMCaULEkFF6s1prItB86Et8DkeA""]","[""1ypPiyQTGOPtsb2UiS0Ag7pCcy6Nj6xs2l"", ""1K1g2WmXMCaULEkFF6s1prItB86Et8DkeA""]",[4.147465],"[2.06897458, 2.06897458]",0.00951583,P2TR
d1edb285201749bbf71807aec166a89ede7e2d4ac5e87efe83ae32ac4026f87c,"[""10iBczTV5V6mLThmuoHFq6cjn7zrlSaekU""]","[""1fGjWJNJjJsV3JX173g0YnWWAI7dMbIjNC"", ""1UaPFL4y9h8ymflLZZb6xdOeNeTdzkNmKB"", ""1f2tPIwqFV7t8lq0awuozbt6LpKR1Ajddi""]",[0.00807446],"[0.0026854, 0.0026854, 0.0026854]",1.826e-05,P2SH
53928c337e678199707c6c13f1d44d2be22f8c7caed3f98ed2dae738b3ae16f8,"[""1Q0N7HE96MT5jotYfLQqmvoi7968lwdGnq""]","[""1Wx1jwAY4j6nbDqmEjZ0rlLEA0EPvg7RLi"", ""1GEnE7NutMLLGvxQhJDbwp6Q43N3DrvXR3"", ""1Q0N7HE96MT5jotYfLQqmvoi7968lwdGnq""]",[4.02577905],"[1.33588845, 1.33588845, 1.33588845]",0.01811371,P2TR
49ed3fa1bcfcc5bf086f4c793f6f79a63de620f11d5572e678f2d69a52f6894d,"[""1YZ8fOcR9GLw4yWQdNuuIxp07LjfP4tOPh"", ""12N9u8tBDNXKveCcwrN8fKxJ7Tc4JlLF7B"", ""1QM3ScwS8LUWoo7W4mQJBVWFzkmL2dDx5S""]","[""1GbjPmUjrp0QsUcYg1T1UIoWXrP5y78tIa"", ""1QM3ScwS8LUWoo7W4mQJBVWFzkmL2dDx5S""]","[0.97984969, 0.97984969, 0.97984969]","[1.46314938, 1.46314938]",0.01325029,P2WSH
1dec20e46d0643fbb89b4592eb60cc6804ee579a318df406140278d3dfada3fd,"[""1BZvV7yVbq9Ew6AQOfMXSfjSNTtgatwqil""]","[""1iMKpPGNdzSgVaI5z52Dm7tO4fJHS64k2k"", ""1BZvV7yVbq9Ew6AQOfMXSfjSNTtgatwqil""]",[4.60803416],"[2.29468467, 2.29468467]",0.01866482,P2PKH
bd6846ffcefbdaa91d6504f269d637e6e98817064bf3ceec6e241f74aef191fd,"[""1dGY2QDMBWgNO4TtNhH7FpHxMJ9GW2VLs9""]","[""1xycs7mJzZjHp4ae1qDeD85EeC3M807qI3"", ""1m59rHVTE6T8B3ymPNQkklZHQY3vaHXeW7""]",[3.02589923],"[1.50988995, 1.50988995]",0.00611933,P2TR
16fb0b3cd87da5ecf069e336ccb00c78ba941a9fbae5c59207f6cffc82668316,"[""1xse0V8J56WwF8hEsfUExleHXNifSyiqkL"", ""1yCaoAI3JD9OEMwxKlCeCxQobfAR9C7GI2""]","[""1YqmURakEgVzzrAkliEFgJnmUYl82B4gNe"", ""1xse0V8J56WwF8hEsfUExleHXNifSyiqkL""]","[1.15636911, 1.15636911]","[1.1538008, 1.1538008]",0.00513662,P2WPKH
cf248546443cb7996c02205db7a962457459d7be84f5be8f1676463c38bf2d6f,"[""1pIlDDDoNenqCw3e1M5UZDxKP0nTYcW4ua""]","[""3MixkewKB8zaHTthIBs8oBmBGvBsUQvOwhhNH""]",[0.48170335],[0.48154243],0.00016092,P2SH
920f55409620e7650fdb1cdcb20666f031bf235a65fd80701d26e0f54d5dc4d4,"[""1tIhCZf5f4lftMbkaNC26tQ61UTtxrrJzZ""]","[""1Ks7d0xbxBnxOHObV64UuZqUnbSM1W5UYI"", ""1tIhCZf5f4lftMbkaNC26tQ61UTtxrrJzZ""]",[2.67500508],"[1.33084618, 1.33084618]",0.01331271,P2WSH
5055ff96a6f37afb44abce29fea98764f85bc8b648f5d8d4c4fd10382471ff4b,"[""1miHX1tRGi98i54tI6ht2TV2zzB535qWgl"", ""1VLqJooQwQDFLSx0EilbVaqzU9Ue591EuC""]","[""1U4eS51H4Ogz5t2fuTif6a3cYzgj63pul4"", ""1ahKUQJYJ7pSopcey7rgangRzvBjOhw8xG""]","[0.74736976, 0.74736976]","[0.74501506, 0.74501506]",0.00470941,P2TR
35eeb7ec7d9fedb691e2f270a133e6f30e5e65165e17e39751718263bf421e01,"[""1NPROqCQpL70aVN4yK3GlAZps7Oxtz2TfN"", ""1jlaFSE568xENKzc5xJmBp4SFEQRO5TpcY"", ""1Orb0upH4PpQSLxtBa1elNimfKZ5oeStSp""]","[""1dWnmyQ6fK4e9mOYf0Yh6d5ASExAv4rBjM""]","[1.11892002, 1.11892002, 1.11892002]",[3.35005695],0.00670312,P2WPKH
8a7bab3096490117ef60bd71d492a14eb1c06e5e2bacff6536aaaadfc3ff0802,"[""1CmLrKubduDiZxbAulMVNuUcFSSE5igkSf"", ""1WJ4RLYpI3t2xjtGC36TeylVSwWDnawMIW"", ""17Et2mYl5Lsd2GFpxR0smsbNAwW9BxjBt6""]","[""1ut6Fx2QR5LOJDfEvGNpqqrFt44JvsZGzq""]","[0.7594013, 0.7594013, 0.7594013]",[2.27641504],0.00178886,P2PKH
31b38a4ad8b3ea4e2cfe57ccdeaee3677b862a9f62185aca3118284bcbba0db9,"[""1BfvkSIlA7gXSkv4WG4SQJAVFnxIfKtUQD"", ""1rQ75CU9I8B11fKKAkc7oP2X2iwGeCCbKa""]","[""1WDKxfjfM59MdNRXho8WUXBlQwi3EBsRll"", ""1vTrZ4IejsqwaNxlb1WoSOHyGEIMuNgGeZ""]","[0.70486887, 0.70486887]","[0.70189187, 0.70189187]",0.00595401,P2WSH
e7186f6db2ca4fa21c7f27459c62a2586c9dadeabfea6ee27812b3178a984ad7,"[""1AdAUhY4FWS08glAV1ea6RpFM2ACc1CdLw"", ""1ramWOrCWNgnRnLTLCAKHDIvtZj0EGkyyO""]","[""1QnBow8w3Ndr86ZfnN8du9WmZIKYoWWKr9"", ""1ramWOrCWNgnRnLTLCAKHDIvtZj0EGkyyO""]","[1.48055427, 1.48055427]","[1.47862411, 1.47862411]",0.00386031,P2PKH
0991c2635fc5dc5279f7e5d4d608adf43e0e959f845b289db066ab0ae7b54a71,"[""1K1g2WmXMCaULEkFF6s1prItB86Et8DkeA""]","[""13LVvSbYn1iohieQWeWUcgXFdhpePUW5m3"", ""1K1g2WmXMCaULEkFF6s1prItB86Et8DkeA""]",[1.65780222],"[0.82732238, 0.82732238]",0.00315747,P2WPKH
aeef3c25e9f44a2cdbd8b85c325d023d035a364161574ae32d4fcc4e3dd92b99,"[""1V3FAV7ybF5276m8Uiu78tVXCkaj2seomf"", ""1liKxxKcRN1aAuOg4sClbYCJAyZpxuQs82""]","[""1GXkHYTldmi0asfxafpqjSCbkDGfCW3DtU""]","[1.26803787, 1.26803787]",[2.53472013],0.00135561,P2SH
eedeb3100405055ac2edb17e68cf38cec49dff5e3da18de8487e9f748605cab6,"[""1ExtEpU21D6USsKZpaGv27mMh6gYTlxda9KBx""]","[""1mm0Mit9enAJ1AmAQmO38QKXxAVwUK94xo""]",[0.03344672],[0.0333482],9.852e-05,P2WPKH
e15810b28881014bd821dfbaf1d10e8974dcbc4e3cfa4ccdc172dda266231a4f,"[""1OElbZt5VUX9gkY7Dappd8ZVsW3liOavnK""]","[""14Xg2Tx85dpcUBxNbkgBiNImEQnUAGWfb7"", ""1rgKwrxXCYjrhyJcOOB4vi2CajF1n3GFkj"", ""1OElbZt5VUX9gkY7Dappd8ZVsW3liOavnK""]",[4.77246887],"[1.58705967, 1.58705967, 1.58705967]",0.01128985,P2SH
9ff6f67e3c7d9e9a0b13327a66bd29e29850774d51e880d967f8d4e81443dd75,"[""1tIhCZf5f4lftMbkaNC26tQ61UTtxrrJzZ""]","[""1IFgfILW1azWSI9pGQkqqjkrsWw6SEMCia"", ""1XZe0XPispjAxBLKH51zc8RYK4gpPkLINO"", ""1tIhCZf5f4lftMbkaNC26tQ61UTtxrrJzZ""]",[1.94066015],"[0.64553089, 0.64553089, 0.64553089]",0.00406748,P2PKH
2504eee2ac5b5dbcf7d092dc2cc5566721eae90f4b3a3ec97c5ecc91be68f0d8,"[""1HtKE5vlbGxf8HrlVj7Qd7lSsgi3p63doL"", ""1y3vcPBrfkbNVtNNf7HU7GUFbOG7rmZ0Jf"", ""1MOkd5qpQ90n0rkHefRZS92nFX26N8RqPt""]","[""1bk4rsihgtblrbJydUE4UVhqHUNH7T1CIg"", ""1eqG9W0M4M6HMHXp8yMB5xt3fvqtOgMSQd"", ""1oFF6qtIebN4bIKgVOhJB0FWiHkp77IcY7""]","[0.37547339, 0.37547339, 0.37547339]","[0.37526922, 0.37526922, 0.37526922]",0.0006125,P2TR
3b0b465e03e02372313222bf3de63caccb04dc62b8e0997ceb48c8936d442d1e,"[""1NVurgNLv5a5A1hjlVC7DOtiteber8f40Y""]","[""1AuBu25jmGjXabuJgmabmzBTh3WwYBAWLv""]",[4.08928048],[4.07534418],0.0139363,P2WPKH
ea1bbbe86bebba0492c917e63ad8af92f5b65099df541a2de98ab099a1e9b5a6,"[""1EUXGQaNQXwR2P1UyTuCcPk3kU0qlGCyiZ"", ""1CY4RBwl3yymVObMrW7dM8EGxjM4FSjZtJ"", ""1cKVqALrHbj3cucLTPH8LQFsi2uTFNOrCH""]","[""1v2VCf1VqWAbHf8ZhShvCI678lY2FiQWmU"", ""1ozWjXwaHf0lNuj9QOau96QzjeO6eJuyCK""]","[0.48275888, 0.48275888, 0.48275888]","[0.72199668, 0.72199668]",0.00428328,P2WPKH
64694a6d288c16bed7c6bb8fdd71ad15aadc5838c24250921a894265851a1132,"[""1eTY8HhO6kGL75UQSyPx3BpdbIKaRdebuF"", ""1Qh2UVvsjaSS8VFgM0Fmxk754LEgw9YooJ""]","[""1f566XoQUJK2WBjg87THM75FY0853siUB2"", ""1y6P0PdcvSqXWAvc3Nkr3QIuxg5K1ONlN2"", ""1esM2wleOV911xCZkwPRQeNHpCq5QnuVdY""]","[0.02759337, 0.02759337]","[0.01832603, 0.01832603, 0.01832603]",0.00020865,P2SH
ead4a8239cabe4a24344516a5e982b8b15eed814cd3834c2fa1e77f05006d64e,"[""1VLqJooQwQDFLSx0EilbVaqzU9Ue591EuC"", ""1miHX1tRGi98i54tI6ht2TV2zzB535qWgl""]","[""1vymcpRiPCCfOSBDrkZLkhTkPaqBlS3HBc"", ""1NGPOgQBLdxmp4mabaYQd7fZPScFYuMM5y"", ""1miHX1tRGi98i54tI6ht2TV2zzB535qWgl""]","[1.11010668, 1.11010668]","[0.73652028, 0.73652028, 0.73652028]",0.01065251,P2WSH
d9d6293601c6bb6f4c8573b650deb45c76bfbea8e0de8a57737294db6bdff002,"[""1gyHapidhLFZTM27evWPoE4wpY1JfPWaAl""]","[""3MixkewKB8zaHTthIBs8oBmBGvBsUQvOwhhNH""]",[0.48593612],[0.48583314],0.00010298,P2SH
34a9769d14403b3b8d9eed85e1ef0247969d42c920d09fc86f2ea8606e89a706,"[""17t0qv7f9HktgQZPlCayzY55W71re522zH"", ""1F0WsCejdmaz5XsJ98htqmdT2UH6juN0LU"", ""1kpWbyQXNfhPLVHejp1AtuKr2FleGKAbzq""]","[""1JNTJ8WGX0f5L9UVArB2TOeOvGQYAbJaZb"", ""1VeWSt04B2lDCuQRpUbhzyEcG4FbBbFXWE"", ""1kpWbyQXNfhPLVHejp1AtuKr2FleGKAbzq""]","[1.32500071, 1.32500071, 1.32500071]","[1.31975931, 1.31975931, 1.31975931]",0.0157242,P2TR
892b5a4f5b78e806707487fc8a592e2cb7b95086156087911c9fda1b1e0cd711,"[""1wIdRYw11oRytxxHPDlx50j9PieaSEB9fN""]","[""1GEnE7NutMLLGvxQhJDbwp6Q43N3DrvXR3"", ""1Wx1jwAY4j6nbDqmEjZ0rlLEA0EPvg7RLi"", ""1wIdRYw11oRytxxHPDlx50j9PieaSEB9fN""]",[0.69942807],"[0.23309408, 0.23309408, 0.23309408]",0.00014582,P2WPKH
8526743bd20890675f1bad7fc226536c0e211da88878d54f125a00686f12a272,"[""1OIC1iWO5e0D7LlRFOqRKKKZebToPEQuoV""]","[""186eNwXQ7iLWceWwxJLQ6xVJGyOphTExIq"", ""1W1uhw3U3x8EE5GXTeLYHteOtLAQvc1v9r"", ""14Xg2Tx85dpcUBxNbkgBiNImEQnUAGWfb7""]",[1.148988],"[0.38167653, 0.38167653, 0.38167653]",0.0039584,P2SH
2ac40553b90c92b0aacb6faf586a36700a094345e9261401c534264efb7f8e82,"[""1B7zeIewEoWoZ95p4PPLXvhzFjE2mlCkzV""]","[""18CizRUsR1S6NmMsvP8O7FRthvDJPzU0r0"", ""1HcogFhemJZQeArbLw83x6sbwsjKgntSUW""]",[1.2012986],"[0.60023591, 0.60023591]",0.00082677,P2PKH
d5d26fae151b3c8820c9b2518550379be6b2f805f1db8d4ef90cd12f1fc08417,"[""1EkXkSE4HNdc06PVz0oRaFxMPMDEaIaGr8"", ""18IipmO50fSlqPL2lVSID1u7a67h9DpLm4"", ""1bYPX4gfjlGYqyxzJ9oQ0O1VfxIdakEAWJ""]","[""159yE6752aJg8r9HE60DlgkCplTXJUk13Z"", ""1LlpIn8srmRtv5XqhPx8Y7XsrSvBpDmH5R""]","[1.15543884, 1.15543884, 1.15543884]","[1.72877637, 1.72877637]",0.00876378,P2PKH
97b1646921c67a907c71ddda95dc6d2bc26c8f2a4b1089e6d462104ad80f7f93,"[""1VhnMIeO46NrMBUQLv9C5jHwiNk792wbXi"", ""1CSHoy0v6AzTBywuySmnlm2OM3HVzNnigO"", ""1sZWMdnIjxGlBRxPqUIjyWmzD1i5t5LT2P""]","[""1ses0RPxkkqUQyjBIZ9BAiB3Qi61R6mI5D""]","[1.11563911, 1.11563911, 1.11563911]",[3.34311106],0.00380627,P2WPKH
da5b2b898007585299326b3c55756ca462c98b7a58098f438ac6e7ca1ca28972,"[""18uzUEHGNyjZYBh4qoNId0ncnoj1FuUPbV"", ""1EPRIcKmKaRKw3knH4UrIFjmLuuqhrbLOF""]","[""19IiRghzekNuIr1y2dLnqzdhpiff24m4J9""]","[2.01748347, 2.01748347]",[4.03064072],0.00432622,P2WPKH
452affeb82359c579d9717a598f5e6f332fa37f76f8895793bfc1a42df55a96a,"[""1HEZc2Ig3lraSIWC8bkp1mVnyl8hKWxPxv""]","[""1ubptnmKxqAlCe2JwJxtdwCawgGCPAoetr""]",[1.02966554],[1.02742069],0.00224485,P2WSH
b70b3fc7476e215b7efed02ba97f90df1c76294cdb5658949464bbee4117887a,"[""1MdwNq3BLyd62TVziibXUEMDxcjRLVqyGH""]","[""1JjNcJdql7LIbSPrfB91kZLXYlOqSvCKox"", ""1Mq5AJvZWQBU1oYphFH9zuJBTERHNy5hDd""]",[3.05686687],"[1.52125511, 1.52125511]",0.01435664,P2PKH
e7beac4f6cd71117fa024b6d2388de610d7d75ab5a08e0f16f15e236208a42b6,"[""1EblLusMVOGECsEFHYHbV92hB0BckOW2kA""]","[""1bweeJYjlUURszuWRrj2bUFaZQ2IZ4FRAj"", ""1Roa9bI75dv01Ysi084pZdi7Rxb7xRPeZ1"", ""1EblLusMVOGECsEFHYHbV92hB0BckOW2kA""]",[3.79943634],"[1.26015565, 1.26015565, 1.26015565]",0.01896938,P2SH
13b48bcde071fa321c3a9fc5f16f214549165f05f3d6f576a56bcc8e81be5d0d,"[""1gm1FAjfDMcWFhDiLZ3WOGwcGoXWxKTVRg""]","[""1FX4jvD2tuVg8G9mcy1htc02u3gVUbVNnm"", ""1QIbJu4Xej0vxHkLlhWt1Sqf2xZsGkxcmf"", ""1JjNcJdql7LIbSPrfB91kZLXYlOqSvCKox""]",[2.24301753],"[0.74679233, 0.74679233, 0.74679233]",0.00264053,P2PKH
3110c88d8092f91b7f464b1abd6d894369ba92c6ddf4c26bfe100b72d50afa97,"[""1JNTJ8WGX0f5L9UVArB2TOeOvGQYAbJaZb""]","[""1esM2wleOV911xCZkwPRQeNHpCq5QnuVdY"", ""1Xye4JSnE2NiiUHUAKw9iEU1jjQKxKDpI6""]",[0.26011707],"[0.12989481, 0.12989481]",0.00032745,P2WSH
bee0c62b8c3e10e8e8ecfb41ca00c1cafc48abb97eefb6c5c04299afd21ad4d8,"[""17uXggnUIQnxCQQj9Ds5fZTvvWGvgSCecS"", ""1IFgfILW1azWSI9pGQkqqjkrsWw6SEMCia"", ""1XZe0XPispjAxBLKH51zc8RYK4gpPkLINO""]","[""1ryUvIltnJlU5lTopqoZZwWhe7Ea170xt3"", ""1y0x1BAZOKsLRDlytTN8WurWw5m9lVbT6m""]","[1.17901337, 1.17901337, 1.17901337]","[1.76137026, 1.76137026]",0.01429961,P2TR
2f68a49849a1070de773f7781570cc6b5cf24fbc99fa4eb95c0e4c1658bc04fe,"[""1kMsVlAePMbPvmSnH0cJ0n1dNkj6keUF4g""]","[""1ZpSmx98uHZq3uosc5RNge2BFFeA9rpPwq"", ""1dGY2QDMBWgNO4TtNhH7FpHxMJ9GW2VLs9"", ""1qCEtk4JbeyHiLbwSjKht15zcKtPKopPYO""]",[3.13267031],"[1.04083123, 1.04083123, 1.04083123]",0.01017662,P2SH
9cd54adf0fb60eef27b4337029a779ff9bece69e5af04f8b599f55d61ede4560,"[""1mY3wzHelT4NEZJDvMIieAxeeWshoLun65""]","[""1egabdaraBT7gwO8TxrOschiC584hN7X25"", ""1kgSC2RqbIdQnyxcACka3O72SSmqP7lQY9""]",[0.5139345],"[0.25693507, 0.25693507]",6.436e-05,P2WSH
2ea162547a68463ec3caeb59e92d5741c95bfbc7b6d66d23e80e7d061c1fec07,"[""1iMKpPGNdzSgVaI5z52Dm7tO4fJHS64k2k"", ""1LlpIn8srmRtv5XqhPx8Y7XsrSvBpDmH5R""]","[""1Jqzges6X72YJR7IVU7CCKbheN9Pot7GaZ"", ""1LlpIn8srmRtv5XqhPx8Y7XsrSvBpDmH5R""]","[1.0228174, 1.0228174]","[1.02072621, 1.02072621]",0.00418239,P2WSH
1d7a264988e6859deae4dc5a3216411a3c01f7a5b3161765391fbcc471e0610a,"[""19RGILZUawoFIVy35I4Wz71KzUHr1iRF83"", ""1XfwyfsgZmnkMnAT6gXBtaM7j1XrVfWkxG"", ""1wn9FIyw7Eqx0uLUVrqatM23ZeZ4LkmZuo""]","[""17uXggnUIQnxCQQj9Ds5fZTvvWGvgSCecS"", ""1sNNiHJqy11m755vkeQuHu9D4vkJzK1nGW""]","[1.10064246, 1.10064246, 1.10064246]","[1.645646, 1.645646]",0.01063536,P2WSH
ae2a3e3d1bc91dc353ad8b3005fb3b17cf3fb809158126a04ea14e75dca66d94,"[""1JNTJ8WGX0f5L9UVArB2TOeOvGQYAbJaZb""]","[""1fdXIJoqyNAbPHNMUKRe5gWsfVByODHiyX""]",[3.45802633],[3.45698468],0.00104165,P2PKH
ef39d506f7f1add2eabefbbd648c473016dd1c7022889a59197f0bf2e314b6d5,"[""1aguQBkl3w3951qWg6euLYqkiCh1U37zBh""]","[""1vXnNQpesIVhuyJ7ZmZ5DDcijC13CY5dGJ"", ""1FX4jvD2tuVg8G9mcy1htc02u3gVUbVNnm"", ""1aguQBkl3w3951qWg6euLYqkiCh1U37zBh""]",[4.53210385],"[1.50583509, 1.50583509, 1.50583509]",0.01459859,P2PKH
9b2e7cf6bd93916e58f9c783d097e8cd2e86f40d6eecd5fd71a4c4a467ded546,"[""1VeWSt04B2lDCuQRpUbhzyEcG4FbBbFXWE"", ""1JNTJ8WGX0f5L9UVArB2TOeOvGQYAbJaZb""]","[""1xxK3ep8nzYvX3a2BoFrjjLYOzuhPDKOzp"", ""1sNs271O7a2icJyHfnTTn40ilMphPJdU9I"", ""1VeWSt04B2lDCuQRpUbhzyEcG4FbBbFXWE""]","[1.77688176, 1.77688176]","[1.17939531, 1.17939531, 1.17939531]",0.01557761,P2WPKH
ad70b1db90dd6aef125c6b8aff0704d48abea2f0236ca474b74f7767fd248945,"[""12ZA7Eo0cwLCDkOxIjTvkyCvsYUEHwAL2u""]","[""1t5K0kA29RTX2pIX4FAnxdaGtqFoYIfJJE""]",[3.46899542],[3.45467566],0.01431976,P2PKH
